Identifier, Size, m5, p2, p4, p1, m6, p5, m1, m2, m3, m4, p3, p6
ECB_04073;ECB_04072;ECB_04076;ECB_04075;ECB_04074, 4799.7, , , , , , , 35250:1:1:0;49250:1:1:0;48750:1:1:0.0253165;26750:2:2:1, 30250:1:1:0;15250:1:1:0;35250:2:3:0.952381, 53750:1:1:0.0125;43250:1:1:0;51250:1:1:0, 11250:1:1:0;34250:1:1:0;50250:1:1:0;9750:1:1:0;24750:1:1:0;9750:2:2:1;20250:2:2:1, 9250:1:1:0;4750:1:1:0;23250:1:1:0;10250:2:2:1;51250:1:1:0;10750:1:1:0, 8250:2:2:0.978873;9750:1:1:0;44750:3:4:0.091954;9250:1:1:0;15250:1:1:0;10250:2:2:1;27250:1:1:0;8750:1:1:0.00714286;3750:1:1:0;11250:1:1:0;16750:1:1:0.00847458;34250:1:1:0;46250:1:1:0;45250:3:4:0.0617284
ECB_04147, 285.3, , , , , , , 33250:3:4:0.533333;35250:3:4:0.552941, , , 38750:1:1:0, 15750:1:1:0, 23750:1:1:0
ECB_04148, 1683.3, , , , , , , 45250:1:1:0, 36250:2:3:0.941176, 34750:2:2:1;48750:1:1:0, 13250:1:1:0;23750:1:1:0, 21250:2:3:0.972222;40750:2:3:1;48750:1:1:0;13750:1:1:0, 20250:2:2:1;46750:3:4:0.0718954;3250:1:1:0;54750:1:1:0;4750:1:1:0
ECB_04152, 357.0, , , , , , , , , , 49750:3:4:0.220588;56250:3:4:0.197183;49750:3:7:0.131148;41750:1:1:0;41750:1:1:0, , 31250:3:3:0.88806
ECB_04162, 340.0, , , , , 27750:3:3:0.884211, , , 4750:1:1:0.0140845;18750:1:4:0.0178571, 53750:1:1:0.016, 48250:3:4:0.235955, 35250:2:6:0.804878, 13750:1:1:0
aat;cydC;cydD, 3416.3, , , , , , 28250:1:1:0, 42750:3:4:0.351852;28750:1:1:0;40750:1:1:0, 6750:1:4:0.04;13750:1:1:0;24250:1:4:0.0208333;16750:2:3:0.958904, 53750:1:1:0;43250:2:2:0.953271;48750:1:1:0, 22250:1:1:0;13250:1:1:0, 45250:1:1:0;37250:2:3:1;9250:1:1:0, 7250:1:1:0;6750:1:1:0;19250:1:1:0;32750:1:1:0
abgR, 783.7, , , , , , , 44750:3:4:0.455556, 43750:1:1:0, , , , 8250:2:2:1;55750:1:1:0.00819672
abrB;nei, 1559.3, , , , , , , 55750:3:4:0.358491;44750:3:4:0.552632;28250:3:4:0.42029, , , 56250:1:1:0;50250:1:1:0;48250:1:1:0, 8250:2:2:1;48750:1:1:0, 3250:1:1:0;12250:1:1:0;29750:3:4:0.102273;41750:3:4:0.102041
accC;accB, 1509.0, , , , , , , 30750:3:4:0.44;33250:1:1:0, , 47750:2:2:0.946429, 13750:1:1:0, , 17750:2:2:1
accD;dedD;folC, 2358.7, 24750:1:1:0, , , , , 29250:3:3:0.460317;13750:3:3:0.491228, 26250:2:2:1;52750:1:1:0, 11750:1:1:0;7750:2:3:1, 35250:2:2:1;43250:1:1:0;51250:1:1:0;57750:1:5:0.056338, , 41250:1:1:0;27250:1:1:0;37750:1:1:0;42750:1:1:0;25750:1:1:0, 19750:1:1:0.0151515;26750:3:4:0.0447761;62750:3:6:0.14433;37250:1:1:0
aceB;aceA, 2374.0, , , , , , , 5750:1:1:0;28250:3:3:0.638889, 3750:1:1:0;26250:1:1:0, 33750:2:2:1;40750:3:5:0.12037;43250:1:1:0, , 41250:2:3:0.947368;22750:1:1:0, 28250:3:4:0.0934579;25250:1:1:0;750:1:1:0
aceF;aceE, 3495.7, , , , , , , 30250:3:3:0.625;26750:1:1:0;33250:1:1:0;38250:1:1:0, 20750:1:4:0, 44250:2:2:0.932692;57250:3:5:0.901961, 25250:1:1:0;58750:3:4:0.208333, 18750:1:4:0;35750:1:1:0;16750:1:4:0;38750:1:1:0, 31750:1:1:0.00740741;4750:2:2:1;9250:1:1:0;41750:1:1:0;50250:3:4:0.101266
aceK, 1366.3, , , , , , , 51750:1:1:0, , , , 21750:1:4:0, 58750:3:6:0.686131
ackA;pta, 2691.7, , , , , , , 32750:1:1:0;37750:3:4:0.438356, 17750:1:1:0, 44250:2:2:0.96;41250:1:1:0;40250:1:1:0.0111111, 29250:2:2:1;26250:1:1:0;14250:1:1:0, 39750:1:1:0;34250:1:1:0;43750:1:1:0;19750:1:1:0, 15250:2:2:1;17250:2:2:0.98913;16750:1:1:0;4750:2:2:0.990909;10250:1:1:0;40750:3:3:0.922078
acnA, 2132.0, , , , , , , , 17750:1:1:0;14750:1:4:0, 44250:2:2:0.936364;36250:1:1:0;38750:1:1:0.00847458;45750:1:1:0, 56750:1:1:0;45250:3:3:0.83871, 10250:1:1:0;40750:1:1:0, 29250:1:1:0;40750:2:3:0.942623;60750:3:6:0.0183486
acnB, 2055.0, , , , , , , 46250:1:1:0, , , , , 28250:3:4:0.116129;10750:2:2:0.989899
acpD, 574.3, , , , , , , , 21250:1:1:0, , 16750:2:2:1;37750:1:1:0, 11750:1:1:0, 33250:1:1:0
acpP, 285.3, , , , 1750:2:2:1, , , , , , , , 
acpT;yhhT, 1325.3, , , , , , , 26750:1:1:0;26250:2:2:1, 6250:1:4:0.015873, 57750:3:5:0.114583;58250:3:5:0.261628;50750:1:1:0;53750:1:1:0, 6750:2:2:1;50750:3:4:0.354167;56250:1:1:0, 30750:1:1:0, 35750:1:1:0;4250:2:2:0.991736
acrB;acrA, 3444.3, , , , 42750:1:4:0, , , 57250:3:6:0.311688;53250:1:1:0;30250:3:3:0.38961;58250:3:6:0.308642;52250:1:1:0;32250:1:1:0;28250:1:1:0;32250:1:1:0;32750:1:1:0;41250:1:1:0, 23250:1:1:0;22250:2:3:0.962963, 45750:1:1:0;53250:3:5:0.862595;45750:2:2:0.990291;14750:1:1:0;53250:3:5:0.893939, 55750:1:1:0;43250:3:4:0.354839;29250:1:1:0, 16750:1:1:0;17750:1:1:0;14250:1:1:0;42250:1:1:0;20750:2:3:1, 16250:1:1:0;5250:2:2:0.994012;21750:1:1:0;31250:1:1:0;19250:1:1:0;3250:1:1:0
acrD, 2459.7, , , , , , , 32250:3:3:0.597403;25250:2:2:1;50250:3:4:0.344828, , , 36750:3:3:0.761905;36250:1:1:0;29750:1:1:0, 58750:3:6:0.230769;14750:1:1:0;37750:1:1:0.0277778;41250:1:1:0;7750:2:2:1;32750:2:3:1, 1750:1:1:0;28250:3:3:0.890411;1250:1:1:0
acrF;acrE, 3313.3, , , , , , 25750:3:3:0.518987, 33250:3:4:0.567164;42750:3:3:0.577465;35250:3:3:0.686747;39750:1:1:0, 36750:1:1:0, 48750:2:2:0.920635;35250:2:2:1, 58250:3:6:0.142857;41750:1:1:0;41750:1:1:0;16250:2:2:0.985507;13750:2:2:1, 28250:1:1:0;20750:2:3:1;54250:1:1:0.0285714;24750:1:1:0;39750:1:1:0, 27750:2:3:0.960938;53750:3:4:0.119048;15750:1:1:0;53250:1:1:0;4750:2:2:1;27750:1:1:0;5750:1:1:0;28250:3:3:0.795455;49750:1:1:0;33250:1:1:0;10250:2:2:1;49750:3:4:0.0490798
acrR, 545.7, , , , , , , , , , 12750:1:1:0, , 48250:3:4:0.0555556
acs, 1577.3, 37750:2:3:0.956098;9250:1:1:0, 34750:2:2:1;1250:1:1:0, 16750:2:2:1;3750:1:1:0, 17250:1:1:0;43750:1:1:0, 12250:2:3:0.97561, , 7250:1:1:0, 9750:1:1:0;30250:1:1:0;3750:1:4:0.0535714, , 2750:2:2:0.985294, 9250:1:1:0, 43750:3:3:0.918919;53250:3:6:0.126667;3750:1:1:0;2750:1:1:0;20750:2:2:1
actP;yjcH, 1616.3, 29750:1:1:0, , , 28250:1:1:0;9250:1:1:0, 27750:3:3:0.884058, 41250:3:3:0.664894;11250:3:3:0.737805, , 12750:1:4:0.0428571, , 16750:2:2:1;10250:1:1:0, 10750:1:1:0;14250:2:2:1;12750:1:1:0;13250:1:1:0, 9250:1:1:0;22250:2:2:1;6750:1:1:0.00757576;47250:1:1:0;22250:1:1:0;8750:1:1:0.00507614
add, 860.7, 54750:3:6:0.819149, , , , , , , , , 12750:2:2:1, 28750:3:6:0.714286;19250:2:3:1, 36750:1:1:0;4750:1:1:0;49750:3:4:0.0363636;3250:1:1:0
ade, 1425.3, , , , , , , 45750:1:1:0;26250:2:2:1;27250:1:1:0;26750:2:2:1, , , 6250:3:4:0.235294, , 30750:1:1:0;31750:1:1:0;16750:2:2:0.992248;46750:1:1:0;32250:3:4:0.0701754;24250:2:2:1
adhE, 2217.7, , , , , , , 26750:1:1:0, 22250:1:4:0.0222222;5250:1:1:0;58750:3:6:0.410256;36250:1:1:0;44250:1:1:0, 58250:3:5:0.383562, 10250:2:2:1;48250:3:4:0.271186, 22250:1:1:0;19250:1:1:0;36250:2:3:1;16750:2:2:1, 16250:1:1:0;29250:3:4:0.0241935;55750:1:1:0;12250:2:2:1
adiA, 1856.0, , , , , , , 32250:3:3:0.556962, 19250:1:4:0, , 55250:1:1:0;53250:1:1:0;50250:1:1:0;17750:1:1:0, 31250:1:1:0, 8250:1:1:0
adiY, 699.0, , , , , , , , 37750:1:1:0, , 25250:1:1:0, 23250:2:3:1;42250:1:1:0;18750:1:1:0, 3250:1:1:0;46750:1:1:0;19750:1:1:0
adk, 591.3, , , , , , , , 39750:1:1:0, , , , 31750:1:1:0.00990099;4750:2:2:1
aegA;yffH, 2129.0, , , , , , , 28250:3:3:0.529412, , , 48250:3:3:0.808511;54250:1:1:0.0294118;30250:1:1:0;14750:1:1:0;58750:3:4:0.27451, 43750:1:1:0;39750:1:1:0;32750:1:1:0;20750:1:4:0, 9750:1:1:0;23750:1:1:0.0106383;9250:1:1:0;13750:1:1:0.0107527;45250:3:4:0.0616438
aer, 1263.3, , , , , , , 41750:1:1:0, 12250:1:1:0, 53250:3:5:0.881579, 55750:1:1:0.0169492, 15250:1:1:0.0344828;45250:1:1:0;14750:1:1:0, 18250:2:2:1;28250:1:1:0
aes, 829.0, , , , 40250:1:4:0, , , 40250:1:1:0;42250:1:1:0;34250:3:4:0.305882, 27750:1:1:0, 56750:3:5:0.90625, 32750:1:1:0;48250:3:4:0.3125, 40750:1:1:0, 20750:2:2:0.990476;43250:1:1:0
agaA;agaF;agaE;agaW;agaV;agaZ, 3911.0, , , , 34750:1:4:0, , , 44750:3:4:0.37037, 30250:2:3:1;5750:2:3:0.962963, 55250:3:5:0.881579;38750:1:1:0.0625;44750:1:1:0;36250:1:1:0;43750:1:1:0;44750:2:2:0.951807;48750:2:2:0.888889, 9750:2:2:0.981481;58750:3:6:0.0789474, 10250:1:1:0;32250:1:1:0, 10750:2:2:1;61250:3:4:0.12963;5750:1:1:0;46750:2:3:0.9375;45250:3:4:0.0534351;42750:3:4:0.0495868;45250:3:4:0.0659341;4750:2:2:0.988372;62250:3:6:0.488636
agaC;agaB;agaI;agaD, 2293.3, , , , , , , 47250:1:1:0;36750:1:1:0;53750:3:4:0.311475, 3250:2:2:1;5750:1:4:0, , 9750:1:1:0;45750:3:4:0.114286;47750:3:3:0.7, 8250:1:1:0;30250:2:3:1;37250:1:1:0;32250:1:1:0, 16750:1:1:0;3250:1:1:0;30250:1:1:0;35750:1:1:0;47250:1:1:0;42750:3:4:0.0544218;16750:1:1:0
agaR, 727.7, , , , , , , 35250:3:4:0.349398, 24750:1:4:0.0540541, , , 25750:1:4:0, 42750:1:1:0;31250:3:3:0.908451;24750:2:2:1
agaS;agaY, 1648.0, , , , , , , 48750:1:1:0;40250:3:4:0.457143;42750:3:4:0.455882;25750:2:2:1, 3250:2:2:1, 53750:3:5:0.029703, , 52250:1:1:0;23750:2:3:1;50250:1:1:0;19250:2:3:1, 1750:1:1:0;31750:1:1:0;54750:3:6:0.253968;21250:1:1:0;9750:1:1:0;6750:1:1:0;11750:1:1:0
agp, 1068.7, , , , , , , , , 34750:2:2:1;41250:1:1:0.0759494, , , 10250:1:1:0
ahpC, 537.0, , , , , , , , , , , , 
ahpF, 1293.0, , , , , , , 39750:3:3:0.603175, , 45250:2:2:0.939024, 10750:2:2:1, 43750:1:1:0, 42750:3:4:0.0877193;29750:1:1:0
ais, 578.0, , , , , , , 51750:1:1:0, , 47250:1:1:0, , , 11750:1:1:0
alaS, 2134.0, , , , , , , 56750:1:1:0;44250:3:4:0.206897;38250:1:1:0;49250:1:1:0;44250:3:6:0.263889;37750:1:1:0, 36250:1:1:0, , 22250:1:1:0;41750:1:1:0.05, 25250:2:3:1;17750:1:1:0, 6750:2:2:1;23250:1:1:0.00826446;35250:3:3:0.868687;38250:1:1:0;16750:1:1:0;7250:1:1:0;41750:3:4:0.0769231
aldA, 1206.0, , , , , , , , , , 44750:3:4:0.235294, 4750:2:2:1, 54250:3:6:0.681818;4750:1:1:0;19250:1:1:0
aldB, 1279.0, , , , , , , 28250:1:1:0;56750:1:1:0, , 57250:2:2:0.960526, 9750:2:2:1, 27250:1:1:0, 37750:1:1:0;53750:3:6:0.205674;17250:2:2:0.989011
alkA, 747.0, , , , , , , , , 52750:2:2:0.974359, , , 9250:2:2:1;31250:3:4:0.0240964
allB;glxR;ybbY;glxK;allP;ybbV, 5042.3, 8250:1:1:0, , , , , , 38750:1:1:0;32750:1:1:0;48250:3:4:0.381818, 11750:1:1:0, 43250:1:1:0;39250:1:1:0, 8750:2:2:1;56750:1:1:0;50250:1:1:0;48250:3:4:0.363636;14250:1:1:0;38750:1:1:0, 22750:1:1:0;15250:1:1:0;9250:1:1:0;34250:2:3:1;32250:1:1:0;47250:1:1:0;40750:1:1:0;33750:1:1:0;12250:1:1:0, 10250:2:2:1;13750:2:2:1;30750:1:1:0;12250:1:1:0;750:1:1:0;48750:1:1:0;24750:1:1:0;23750:1:1:0;59750:3:4:0.08;5250:2:2:1;8750:1:1:0;17750:1:1:0;6750:2:2:1;750:1:1:0;26750:3:4:0.0973451
allR;allA, 1168.7, , , , , , , , , 46250:1:1:0;42750:1:1:0, 30750:1:1:0, 12250:2:2:1;19250:2:3:1, 38250:1:1:0;7250:1:1:0;25250:1:1:0;750:1:1:0
alr;dadA, 1905.0, , , , , , , 35250:1:1:0, , , 24750:2:2:0.857143, 27250:2:3:1, 45750:3:4:0.0531915;6750:1:1:0
alr_2;dnaB, 1947.7, , , , , , , , 9250:1:4:0;5250:3:6:0.0909091;10750:2:3:0.962963, , 51250:1:1:0, 6250:1:1:0;32750:1:1:0, 44750:1:1:0;20750:2:2:0.990291;42750:3:4:0.0603448;36250:1:1:0;41750:1:1:0;40750:3:3:0.903226
alsB;rpiR, 1601.0, , , , 13250:2:2:0.833333, , , , 9750:1:1:0;24750:2:3:0.939394, , 55750:1:1:0, 13750:1:1:0;17250:1:4:0;3250:2:2:1;16250:1:1:0, 34250:1:1:0;34250:1:1:0;6250:2:2:1;16250:1:1:0;45250:3:4:0.116279;10750:1:1:0
alsE;alsA;alsK;alsC, 3333.7, , , , , , , 37250:3:3:0.5875;30250:3:3:0.467742;52250:3:3:0.458333, 27250:1:1:0;9250:1:1:0, 38750:1:1:0.0380952;43250:2:2:0.954023;48750:1:1:0, 56750:1:1:0.0208333;32250:1:1:0;29250:2:2:1;54250:3:4:0.412698, 44250:1:1:0;11750:2:2:1;35250:1:1:0.0333333, 12250:2:2:1;17250:2:2:1;35750:1:1:0;7250:1:1:0;15750:1:1:0;30750:1:1:0;21750:2:2:1;42750:3:4:0.0572917
amiC, 1062.7, , , , , , 52750:1:1:0, 53750:3:4:0.448276;26250:2:2:1, , , 24750:1:1:0;57750:3:4:0.121212, 5250:1:1:0;32750:2:3:1;35250:2:3:1;15750:1:4:0, 750:1:1:0;3250:1:1:0;8750:1:1:0
ampD;ampE, 1062.0, , , , , , , 28750:3:3:0.715789;38750:1:1:0, 7250:1:4:0.0204082, , 12750:2:2:1, 41250:2:3:1, 3250:1:1:0;60750:3:4:0.0699301
ampG;yajG, 1752.0, , , , , , , 51250:3:3:0.635135, 3750:2:3:0.977778, , 35750:1:1:0, 9750:1:1:0;34250:1:1:0, 24750:2:2:1;33750:1:1:0
ampH, 974.7, , , , , , , , 8250:1:4:0.0740741, , 51250:1:1:0;48250:1:1:0;9750:1:1:0;24250:1:1:0, , 
ansA;pncA, 1386.3, , , , , , , , 10250:2:3:0.981481;17750:1:1:0, 52750:3:5:0.0252101, 50250:3:4:0.276923;8750:1:1:0, 36750:2:3:1;10250:2:2:1;27250:1:1:0, 35250:1:1:0;27250:1:1:0;10750:1:1:0.00775194;9250:1:1:0;54750:3:6:0.6;2250:1:1:0;26750:3:4:0.0967742
ansB, 909.7, , , , , , , 53750:1:1:0, 7750:2:3:0.977273, 49750:1:1:0;41250:1:1:0, 49250:1:1:0;6250:3:4:0.241379, 21750:1:1:0, 19250:2:2:0.992;31250:1:1:0.00763359;32250:3:4:0.030303;35750:1:1:0
ansP, 1278.7, , , , , , , 51750:1:1:0;43750:3:4:0.532258;21250:3:4:0.425926, 22250:1:4:0.0517241, 50750:1:1:0, , 15750:1:1:0, 31250:3:4:0.0277778;43750:1:1:0;32250:2:3:0.956044;42250:3:4:0.11194;41250:1:1:0
apaH;surA;pdxA;apaG;imp;ksgA, 5255.0, 29250:1:1:0, , 45250:1:1:0, , , , 30250:3:3:0.663265;53750:3:4:0.454545;40750:3:3:0.616667;29250:3:3:0.647059, 20250:1:1:0, 47250:1:1:0;57250:3:5:0.873874;44750:2:2:0.945946;41750:1:1:0;35250:1:1:0, 10250:1:1:0;34750:1:1:0;31750:1:1:0;50250:3:4:0.433333;24750:1:1:0;50250:3:4:0.269231;39750:3:4:0.278689;51250:1:1:0, 15750:1:1:0;28250:1:1:0;7750:1:1:0;22750:2:3:1, 26750:3:3:0.875706;7250:1:1:0;59750:1:1:0;32750:1:1:0;32250:2:3:0.95;7750:2:2:1;45250:3:4:0.0743243;27250:1:1:0;35250:1:1:0.0136986;10250:2:2:0.990476;1750:1:1:0.00735294
aphA, 649.7, , , , , , , 27250:3:4:0.5, 12750:1:4:0, 58250:3:5:0.677083, 56250:3:4:0.295455, , 15750:1:1:0;18250:1:1:0
appA, 1084.7, , , , , , , 41250:3:3:0.4375, , , , , 49250:3:6:0.697674
appC;appB, 2111.3, , 1750:2:2:1, , , , , 38250:3:3:0.630769;38750:1:1:0.0114943;43750:3:3:0.478261, 13250:2:3:1;3250:2:2:1;19250:1:4:0.0222222, , 6750:2:2:1, 25750:1:1:0;23750:1:4:0;12250:1:1:0;33250:1:1:0;13250:1:1:0, 12750:1:1:0.0150376;43750:1:1:0;10250:2:2:0.987805;19750:2:2:1;41750:3:4:0.0263158
appY, 697.3, , , , , , , 45750:3:3:0.666667, , , , 13250:1:1:0;8750:1:1:0, 49750:3:4:0.0689655
aqpZ, 647.7, , , , , , , 53250:1:1:0, 12750:1:4:0;17750:1:1:0, , , , 41750:3:4:0.0660377;8750:1:1:0
araB;araA, 2559.0, , , , , , , 26750:3:3:0.525424;30250:1:1:0;38750:1:1:0, 27750:1:1:0;28250:1:1:0, , 24250:2:2:1;48250:3:3:0.804348;28750:2:2:1;56750:1:1:0;48750:1:1:0, 53250:1:1:0;58750:3:6:0.882353;27750:1:1:0;10750:1:1:0, 38250:1:1:0;11750:1:1:0;13750:2:2:0.989899;28750:1:1:0.00862069;8750:1:1:0;35250:1:1:0;12250:1:1:0;36250:1:1:0;16250:1:1:0
araD, 550.7, , , , , , , , 17750:1:4:0.0117647, , 14250:2:2:0.977778;13250:1:1:0, 54750:1:1:0;27750:1:1:0, 35250:1:1:0
araE, 1217.7, , , , , , , 33250:1:1:0, , , , 43750:1:1:0;30750:1:1:0, 24750:2:2:1;29250:3:3:0.619565;5250:1:1:0
araH;araF;araG, 2901.3, 15750:1:1:0, , , , , , 54250:3:4:0.410714;48750:1:1:0;58750:3:6:0.4, 43750:1:1:0;39250:2:3:0.92;24250:1:4:0.0294118;24250:1:4:0;9250:1:4:0.0333333;37750:1:1:0;9250:1:1:0, 52750:3:5:0.015873;40250:1:1:0, 56750:3:4:0.32;13250:1:1:0;43750:3:4:0.228571;48250:1:1:0, 11750:1:1:0;12750:1:1:0;19250:1:4:0;17250:1:4:0;35250:1:1:0;47750:2:3:0.892857, 16750:2:2:1;15250:1:1:0;9250:1:1:0;30750:1:1:0;7250:1:1:0
araJ, 1038.3, , , , , , , 7250:2:2:1;39250:1:1:0, 18750:1:1:0;28750:1:1:0;11750:1:1:0, , , , 8750:2:2:1;57750:3:6:0.683168
arcA, 651.3, 1750:1:4:0.0365854;9250:1:1:0, 6250:2:2:1, 32750:2:2:1;10750:1:1:0.0133333, 6750:2:2:1, 4750:2:2:1, 4750:3:3:0.574468, 11250:1:1:0, 4250:1:4:0.0769231, , 14250:1:1:0;9750:1:1:0, 9250:1:1:0;3250:2:2:1;23750:1:1:0;31750:2:3:1, 3250:1:1:0.00699301;14750:1:1:0;28250:2:3:0.935673;4750:1:1:0
arcC;ylbF, 1311.3, , , , , 19750:3:4:0.16;29750:3:3:0.787879, , , 15250:1:1:0, 36750:2:2:1, , 19250:1:4:0;35250:1:1:0;34250:1:1:0;41250:1:1:0;36750:1:1:0;34250:1:1:0, 60750:3:4:0.0823529;26750:3:4:0.05;32750:3:4:0.0531915;38250:1:1:0
argA, 1123.7, , , , , , , 41750:1:1:0, 18250:1:1:0, , , 29750:1:1:0;29750:1:1:0;43750:1:1:0, 18250:1:1:0;31250:1:1:0.00952381;36250:1:1:0
argE, 1003.3, , , , , , , , 40750:1:1:0, , , , 9750:1:1:0;22750:1:1:0;54750:1:1:0.00826446
argG, 1132.3, , , , , , , , 24250:1:1:0, , 53750:1:1:0, 42250:1:1:0, 23750:1:1:0;39250:3:4:0.0372671
argH;argB;argC, 2516.7, , , , 25250:1:1:0, , , 56250:1:1:0.025974;44750:3:4:0.296875;38750:1:1:0, 5750:2:3:1, , , , 21750:2:2:0.981308;26250:3:4:0.0816327;5750:1:1:0
argI, 886.0, , , , , , , , , , 53750:3:3:0.619718, , 33750:3:3:0.886957
argR, 459.7, , 26250:1:1:0;42250:2:2:1, , 46250:2:3:0.916667;47250:1:4:0;45250:1:1:0, , 45750:3:3:0.6;27250:3:4:0.196721, 34750:1:1:0;29750:1:1:0;38250:3:3:0.533333;39750:1:1:0;34750:1:1:0;43250:3:4:0.418182;38250:1:1:0, 35250:2:3:0.955224, 25250:1:1:0;49750:1:1:0;56250:1:1:0, 2750:2:2:1, 24750:1:4:0;40750:1:1:0, 40250:3:4:0.0789474;9250:1:1:0.00588235;16750:1:1:0.00769231
argS, 1431.3, , , , , , , , , , , 41250:1:1:0;14250:1:1:0, 15250:1:1:0
argT, 703.7, , , 46750:1:1:0, , , , 32250:1:1:0, 25250:2:3:0.955224, , , , 
aroA;serC, 1985.0, , , , , , , , 7250:2:3:0.914894, 44250:2:2:0.945055, 41750:1:1:0;36250:1:1:0;32750:1:1:0, 34250:1:1:0, 43250:1:1:0;8250:2:2:0.989011;6250:1:1:0;8750:1:1:0.00943396;41250:1:1:0
aroG, 912.7, , , , , , , 51750:1:1:0, , , 18250:1:1:0, 29750:2:3:1;15750:2:3:1, 7750:1:1:0;21250:2:2:1;21750:1:1:0.00854701;6750:1:1:0;6750:1:1:0
aroH, 902.3, , , , , , , 30250:1:1:0, , 48750:2:2:0.881356, , , 34750:1:1:0
aroP, 1177.0, , , , , , , 47250:1:1:0;41750:1:1:0, , 48250:1:1:0, , 31250:1:1:0;14250:2:2:1;6250:2:2:1;45750:1:1:0, 6750:1:1:0.00621118;1750:1:1:0;34750:1:1:0.00775194;10750:1:1:0
arsB;arsR;arsC, 1715.0, , , , , , , 52250:1:1:0;29750:1:1:0;33750:3:3:0.597015;32250:1:1:0, 8750:1:4:0;3250:1:1:0;8750:1:4:0, , , 43750:1:1:0, 10250:2:2:1;19250:1:1:0;45250:3:4:0.033557;5750:1:1:0;7750:1:1:0
artJ, 672.7, 23250:1:4:0.0296296, , , , , , 58250:3:4:0.38806;58750:3:6:0.263158, 10250:2:3:0.923077;11750:1:1:0, 48750:3:5:0.882353, 39750:1:1:0, 37750:1:1:0;22250:2:3:1, 32250:3:4:0.0619469;7750:1:1:0;15750:1:1:0;60750:3:4:0.056
artQ;artI;artM;artP, 2335.7, , , , , , , 28250:3:4:0.4;53750:3:4:0.4;46750:1:1:0, 7250:1:4:0, 48750:2:2:0.96;56250:1:1:0;48750:2:2:0.91453;750:1:1:0, 10250:1:1:0;43750:3:4:0.3125;33750:1:1:0;56250:3:4:0.225806, 35750:1:1:0, 60250:1:1:0.00684932
ascF;ascB, 2313.3, , , , 30750:1:1:0, , , , 11750:2:3:0.979592;1750:2:2:1;7750:2:3:1, , 33250:1:1:0;51250:3:3:0.816327;32750:1:1:0;52250:1:1:0;41250:1:1:0, 25250:1:4:0;48750:1:1:0;35250:2:3:1, 42250:1:1:0;25250:1:1:0.010989;750:1:1:0.0107527;36250:1:1:0;18250:1:1:0;35250:1:1:0
ascG, 879.0, , , , , , , 26750:1:1:0, , , , 43250:1:1:0, 36750:1:1:0;15750:1:1:0
asd, 946.0, , , , , , , , 25250:2:3:0.967742, , 32750:1:1:0;55250:3:4:0.3;38250:3:3:0.617021, , 25750:3:4:0.05
aslA, 1363.0, , , 42750:1:1:0, , , , 39250:1:1:0, , 43250:2:2:0.940678, 12750:2:2:1;43750:1:1:0, 15750:1:1:0, 7750:1:1:0;34250:3:4:0.0310559;27250:1:1:0
aslB, 1069.0, , , , , , , 36250:1:1:0;29250:3:3:0.701299;34250:3:4:0.347826;55750:3:4:0.4625, , , 10250:2:2:1, 9250:1:1:0;55750:1:1:0, 4750:2:2:1;16250:1:1:0;55750:3:4:0.135135
asmA;dcd, 1968.0, , , , , , , 29750:1:1:0, 9750:1:1:0;11750:1:1:0, 41250:1:1:0;43250:1:1:0, 46750:1:1:0;24750:1:1:0;19750:1:1:0, 12750:1:1:0, 38250:1:1:0;35250:1:1:0;51750:1:1:0
asnA, 809.7, , , , , , , , 18250:1:1:0, 44250:2:2:0.912088;52750:1:1:0, 45750:3:4:0.405405;56250:3:1:0.0294118, 47750:2:3:1, 15750:1:1:0
asnB, 1394.0, , , , , , , 55750:3:3:0.61194;38750:1:1:0;53750:3:4:0.45;38250:1:1:0;26250:2:2:1, 30750:1:1:0.0217391;36250:1:1:0;16750:2:3:1, 36250:1:1:0;45750:1:1:0, 42250:3:4:0.395833, 10750:2:2:1;15750:1:1:0, 31750:3:4:0.100775;35250:3:3:0.901961;7250:1:1:0;16250:1:1:0
asnC, 457.0, , , , , , , 37250:1:1:0;54250:3:4:0.348485, , 44750:2:2:0.969231, , 30250:1:1:0, 60750:3:4:0.0746269
asnS, 1191.7, , , , , , , 37750:1:1:0, , , 49750:1:1:0;43750:1:1:0;48750:1:1:0;40750:3:4:0.27027, , 
aspA, 1231.3, , , , , 32750:1:1:0;33750:3:3:0.875, 27750:1:1:0, , , , 50250:1:1:0, 16250:1:1:0, 8250:1:1:0
aspC, 1034.3, , , , , , , , , , 16750:2:2:1;31750:2:2:1, 8250:1:1:0, 
aspS, 1476.3, , , , , , , , 3750:2:3:0.928571, , , , 45750:3:4:0.0421053
asr, 335.3, , , , , , , , 12750:1:4:0.0714286, , , 49250:1:1:0, 30250:2:3:0.936508
